date,company_name,company_domain,amount_raised,round_type,source_url,lead_investors,round_reasoning,discovered_by,source_count,score
2026-04-21,Creao AI,creao.ai,$10 Million,Unknown,https://www.thesaasnews.com/news/creao-ai-lands-10-million-in-funding,not_stated,not_stated,q3,1,8
2026-04-21,INVIA,www.invia.com,$1.2 Million,Unknown,https://www.thesaasnews.com/news/invia-raises-1-2-million-in-funding,not_stated,not_stated,q3,1,8
2026-04-21,"RIIG Technology, Inc. (dba HOOTL™)",www.riigtech.com,$6M,Series A,https://www.businesswire.com/news/home/20260420139555/en/RIIG-Technology-Inc.-dba-HOOTL-Announces-Successful-Close-of-%246M-Million-Series-A-to-Accelerate-AI-Driven-Healthcare-and-Infrastructure-Solutions,not_stated,not_stated,q2,1,8
2026-04-21,Dnotitia,dnotitia.com,90 Billion,Series A,https://www.cincinnati.com/press-release/story/60081/dnotitia-closes-krw-90-billion-series-a-to-accelerate-ai-storage-expansion/,not_stated,not_stated,q2,1,8
2026-04-21,Vertical Aerospace,vertical-aerospace.com,,Series A,https://vertical-aerospace.com/wp-content/uploads/2026/04/20260420-Press-Release-Financing-package_v1.pdf,not_stated,not_stated,"q2,q6",2,6
2026-04-21,Aspire Biopharma,aspirebiolabs.com,,Series A,https://www.biospace.com/press-releases/aspire-biopharma-announces-closing-of-second-and-final-tranche-of-21-million-private-placement-by-select-investors-secures-commitment-letter-for-22-5m-credit-facility-to-fund-the-dcs-acquisition,not_stated,not_stated,q2,1,6
2026-04-21,Synthetic fuel startup Rivan,rivan.com,£25m,Unknown,https://www.linkedin.com/posts/tech-city-news_synthetic-fuel-startup-rivan-raises-25m-activity-7451981200178450432-YhLB,not_stated,not_stated,q7,1,6
2026-04-21,VisioLab,www.visiolab.io,$11M,Series A,https://tech.eu/2026/04/21/visiolab-raises-11m-series-a-to-scale-ai-self-checkout-globally/,"eCAPITAL Entrepreneurial Partners, Simon Capital","With the new Series A funding, VisioLab plans to expand its global presence and further develop its integrated AI-powered checkout and payment platform for food service operators.",q8,1,20
2026-04-21,Smart Robotics,smart-robotics.io,€10M,Series A,https://tech.eu/2026/04/21/smart-robotics-secures-eur10m-series-a-to-expand-ai-robotic-picking-in-europe/,Rotterdamse Havendraken,The funding will be used to accelerate the company’s European expansion across product categories and to further develop its AI-driven platform.,q8,1,20
2026-04-21,Ethermed,www.ethermed.ai,$8.5 Million,Series A,https://www.thesaasnews.com/news/ethermed-raises-8-5-million-series-a,not_stated,not_stated,"q3,q1",2,10
2026-04-21,Hata,hata.io,$8 Million,Series A,https://www.prnewswire.com/news-releases/hata-completes-us8-million-series-a-financing-led-by-bybit-302747468.html,Bybit,"Hata will deploy the proceeds across three key areas on its platform, including strengthening its liquidity, accelerating user growth through marketing initiatives, and developing innovative digital asset products tailored for Malaysians.","q2,q6,q1",4,10
2026-04-21,Cerca Magnetics,www.cercamagnetics.com,£3.8m,Series A,https://thequantuminsider.com/2026/04/21/cerca-magnetics-secures-38m-series-a-funding-scale-quantum-brain-scanner/,Guinness Ventures,"The funding will support clinical approval, manufacturing scale-up, and international expansion.","q2,q1",2,10
2026-04-21,Ideally,www.goideally.com,$13.4M,Series A,https://www.bandt.com.au/ideally-raises-13-4m-in-series-a-funding-to-accelerate-us-expansion/,Shearwater Capital,The funds will help accelerate its US expansion.,q1,1,10
2026-04-21,DinoTecia,dnotitia.com,₩90 billion,Series A,https://finance.biggo.com/news/_-0Er50BrdTHlKtCJ_E7,Elohim Partners,"DinoTecia raised funds to support its growth as an AI semiconductor startup, marking South Korea's largest Series A funding in this sector.",q1,1,10
2026-04-21,Nas.com,nas.com,$27M,Series A,https://www.netinfluencer.com/content-creator-nas-daily-ai-startup-raises-27m-usd-to-expand-ai-platform-for-solopreneurs/,"Vinod Khosla, Nicole Fraenkel","Nas.com plans to allocate the funding equally across hiring, AI product development, and geographic expansion, with priority markets identified as the United States, Mexico, and Latin America.",q7,1,10
2026-04-21,CreaoAI,creao.ai,$10M,Unknown,https://www.thesaasnews.com/news/creao-ai-lands-10-million-in-funding,Prosperity7 Ventures,"The company will use the funding to expand its engineering team, deepen enterprise integrations, and scale agent-to-agent collaboration across its platform.",q3,1,8
2026-04-21,INVIA,www.invia.com,$1.2 Million,Unknown,https://www.thesaasnews.com/news/invia-raises-1-2-million-in-funding,not_stated,not_stated,q3,1,8
2026-04-21,"RIIG Technology, Inc. (dba HOOTL™)",hootl.com,$6M,Series A,https://www.businesswire.com/news/home/20260420139555/en/RIIG-Technology-Inc.-dba-HOOTL-Announces-Successful-Close-of-%246M-Million-Series-A-to-Accelerate-AI-Driven-Healthcare-and-Infrastructure-Solutions,"Family Offices, a publicly listed entity, high net worth individuals (HNWI)",The funds will be used to expand HOOTL™’s AI-powered healthcare insurance platform and to launch a new suite of field service management solutions.,q2,1,8
2026-04-21,Dnotitia,dnotitia.com,KRW 90B,Series A,https://www.cincinnati.com/press-release/story/60081/dnotitia-closes-krw-90-billion-series-a-to-accelerate-ai-storage-expansion/,not_stated,The funds will be used to accelerate AI storage expansion.,q2,1,8
2026-04-21,Aspire Biopharma,www.aspirebiolabs.com,$21.0 million,Series A,https://www.biospace.com/press-releases/aspire-biopharma-announces-closing-of-second-and-final-tranche-of-21-million-private-placement-by-select-investors-secures-commitment-letter-for-22-5m-credit-facility-to-fund-the-dcs-acquisition,not_stated,"The funds are intended to support working capital, fund a portion of the cash component of the proposed DCS acquisition, and other general corporate purposes.",q2,1,6
2026-04-21,Rivan,rivan.com,£25m,Unknown,https://www.linkedin.com/posts/tech-city-news_synthetic-fuel-startup-rivan-raises-25m-activity-7451981200178450432-YhLB,IQ Capital,The funding is intended to scale Rivan's production capacity.,q7,1,6
2026-04-21,VisioLab,www.visiolab.io,$11M,Series A,https://tech.eu/2026/04/21/visiolab-raises-11m-series-a-to-scale-ai-self-checkout-globally/,"eCAPITAL Entrepreneurial Partners, Simon Capital","With the new Series A funding, VisioLab plans to expand its global presence and further develop its integrated AI-powered checkout and payment platform for food service operators.",q8,1,20
2026-04-21,Smart Robotics,smart-robotics.io,€10M,Series A,https://tech.eu/2026/04/21/smart-robotics-secures-eur10m-series-a-to-expand-ai-robotic-picking-in-europe/,Rotterdamse Havendraken,The funding will be used to accelerate the company’s European expansion across product categories and to further develop its AI-driven platform.,q8,1,20
2026-04-21,Ethermed,ethermed.ai,$8.5M,Series A,https://www.thesaasnews.com/news/ethermed-raises-8-5-million-series-a,"Enfield Capital Partners, Blue Marlin Partners","The company will use the funding to expand its enterprise platform, grow its engineering and data science teams, and scale partnerships with health systems to improve prior authorization workflows.","q3,q1",2,10
2026-04-21,Hata,hata.io,$8 Million,Series A,https://www.prnewswire.com/news-releases/hata-completes-us8-million-series-a-financing-led-by-bybit-302747468.html,Bybit,"Hata will deploy the proceeds across three key areas on its platform, including strengthening its liquidity, accelerating user growth through marketing initiatives, and jointly developing innovative digital asset products tailored for Malaysians with Bybit.","q6,q2,q1",4,10
2026-04-21,Cerca Magnetics,www.cercamagnetics.com,£3.8m,Series A,https://thequantuminsider.com/2026/04/21/cerca-magnetics-secures-38m-series-a-funding-scale-quantum-brain-scanner/,Guinness Ventures,"The funding will support clinical approval, manufacturing scale-up, and international expansion.","q2,q1",2,10
2026-04-21,Ideally,www.goideally.com,$13.4M,Series A,https://www.bandt.com.au/ideally-raises-13-4m-in-series-a-funding-to-accelerate-us-expansion/,Shearwater Capital,The funds will help accelerate its US expansion.,q1,1,10
2026-04-21,DinoTecia,dnotitia.com,₩90 billion,Series A,https://finance.biggo.com/news/_-0Er50BrdTHlKtCJ_E7,Elohim Partners,"DinoTecia raised funds to support its growth as an AI semiconductor startup, marking South Korea's largest Series A funding in this sector.",q1,1,10
2026-04-21,Nas.com,nas.com,$27M,Series A,https://www.netinfluencer.com/content-creator-nas-daily-ai-startup-raises-27m-usd-to-expand-ai-platform-for-solopreneurs/,"Vinod Khosla, Nicole Fraenkel","Nas.com plans to allocate the funding equally across hiring, AI product development, and geographic expansion, with priority markets identified as the United States, Mexico, and Latin America.",q7,1,10
2026-04-21,CreaoAI,creao.ai,$10M,Unknown,https://www.thesaasnews.com/news/creao-ai-lands-10-million-in-funding,Prosperity7 Ventures,"The company will use the funding to expand its engineering team, deepen enterprise integrations, and scale agent-to-agent collaboration across its platform.",q3,1,8
2026-04-21,INVIA,invia.live,$1.2M,Unknown,https://www.thesaasnews.com/news/invia-raises-1-2-million-in-funding,undisclosed,"The company will use the funding to accelerate product development, expand its engineering and data capabilities, and scale customer acquisition across Egypt.",q3,1,8
2026-04-21,"RIIG Technology, Inc. (dba HOOTL™)",hootl.com,$6M,Series A,https://www.businesswire.com/news/home/20260420139555/en/RIIG-Technology-Inc.-dba-HOOTL-Announces-Successful-Close-of-%246M-Million-Series-A-to-Accelerate-AI-Driven-Healthcare-and-Infrastructure-Solutions,"Family Offices, a publicly listed entity, high net worth individuals (HNWI)",The funds will be used to expand HOOTL™’s AI-powered healthcare insurance platform and to launch a new suite of field service management solutions.,q2,1,8
2026-04-21,Dnotitia,dnotitia.com,KRW 90 billion,Series A,https://www.cincinnati.com/press-release/story/60081/dnotitia-closes-krw-90-billion-series-a-to-accelerate-ai-storage-expansion/,Elohim Partners,"The funds will be used to enhance Seahorse Cloud and on-premises offerings, prepare VDPU for commercialization, expand global operations, and recruit key talent.",q2,1,8
2026-04-21,Rivan Industries,rivan.com,£25m,Unknown,https://www.linkedin.com/posts/tech-city-news_synthetic-fuel-startup-rivan-raises-25m-activity-7451981200178450432-YhLB,IQ Capital,Rivan Industries raised £25m in new funding to scale its production capacity.,q7,1,6
2026-04-21,VisioLab,not_enriched,$11M,Series A,https://tech.eu/2026/04/21/visiolab-raises-11m-series-a-to-scale-ai-self-checkout-globally/,not_enriched,not_enriched,q8,1,20
2026-04-21,Smart Robotics,not_enriched,€10M,Series A,https://tech.eu/2026/04/21/smart-robotics-secures-eur10m-series-a-to-expand-ai-robotic-picking-in-europe/,not_enriched,not_enriched,q8,1,20
2026-04-21,Ethermed,not_enriched,$8.5 Million,Series A,https://www.thesaasnews.com/news/ethermed-raises-8-5-million-series-a,not_enriched,not_enriched,"q1,q3",2,10
2026-04-21,Hata,not_enriched,$8 Million,Series A,https://www.prnewswire.com/news-releases/hata-completes-us8-million-series-a-financing-led-by-bybit-302747468.html,not_enriched,not_enriched,"q1,q2,q6",4,10
2026-04-21,Cerca Magnetics,not_enriched,£3.8m,Series A,https://thequantuminsider.com/2026/04/21/cerca-magnetics-secures-38m-series-a-funding-scale-quantum-brain-scanner/,not_enriched,not_enriched,"q1,q2",2,10
2026-04-21,Ideally,not_enriched,$13.4M,Series A,https://www.bandt.com.au/ideally-raises-13-4m-in-series-a-funding-to-accelerate-us-expansion/,not_enriched,not_enriched,q1,1,10
2026-04-21,DinoTecia,not_enriched,90 Billion,Series A,https://finance.biggo.com/news/_-0Er50BrdTHlKtCJ_E7,not_enriched,not_enriched,q1,1,10
2026-04-21,Content Creator Nas Daily's AI Startup,not_enriched,$27M,Series A,https://www.netinfluencer.com/content-creator-nas-daily-ai-startup-raises-27m-usd-to-expand-ai-platform-for-solopreneurs/,not_enriched,not_enriched,q7,1,10
2026-04-21,Creao AI,not_enriched,$10 Million,Unknown,https://www.thesaasnews.com/news/creao-ai-lands-10-million-in-funding,not_enriched,not_enriched,q3,1,8
2026-04-21,INVIA,not_enriched,$1.2 Million,Unknown,https://www.thesaasnews.com/news/invia-raises-1-2-million-in-funding,not_enriched,not_enriched,q3,1,8
2026-04-21,"RIIG Technology, Inc. (dba HOOTL™)",not_enriched,$6M,Series A,https://www.businesswire.com/news/home/20260420139555/en/RIIG-Technology-Inc.-dba-HOOTL-Announces-Successful-Close-of-%246M-Million-Series-A-to-Accelerate-AI-Driven-Healthcare-and-Infrastructure-Solutions,not_enriched,not_enriched,q2,1,8
2026-04-21,Dnotitia,not_enriched,90 Billion,Series A,https://www.cincinnati.com/press-release/story/60081/dnotitia-closes-krw-90-billion-series-a-to-accelerate-ai-storage-expansion/,not_enriched,not_enriched,q2,1,8
2026-04-21,Vertical Aerospace,not_enriched,,Series A,https://vertical-aerospace.com/wp-content/uploads/2026/04/20260420-Press-Release-Financing-package_v1.pdf,not_enriched,not_enriched,"q2,q6",2,6
2026-04-21,Aspire Biopharma,not_enriched,,Series A,https://www.biospace.com/press-releases/aspire-biopharma-announces-closing-of-second-and-final-tranche-of-21-million-private-placement-by-select-investors-secures-commitment-letter-for-22-5m-credit-facility-to-fund-the-dcs-acquisition,not_enriched,not_enriched,q2,1,6
2026-04-21,Synthetic fuel startup Rivan,not_enriched,£25m,Unknown,https://www.linkedin.com/posts/tech-city-news_synthetic-fuel-startup-rivan-raises-25m-activity-7451981200178450432-YhLB,not_enriched,not_enriched,q7,1,6
2026-04-21,VisioLab,not_enriched,$11M,Series A,https://tech.eu/2026/04/21/visiolab-raises-11m-series-a-to-scale-ai-self-checkout-globally/,not_enriched,not_enriched,q8,1,20
2026-04-21,Smart Robotics,not_enriched,€10M,Series A,https://tech.eu/2026/04/21/smart-robotics-secures-eur10m-series-a-to-expand-ai-robotic-picking-in-europe/,not_enriched,not_enriched,q8,1,20
2026-04-21,Ethermed,not_enriched,$8.5 Million,Series A,https://www.thesaasnews.com/news/ethermed-raises-8-5-million-series-a,not_enriched,not_enriched,"q1,q3",2,10
2026-04-21,Hata,not_enriched,$8 Million,Series A,https://www.prnewswire.com/news-releases/hata-completes-us8-million-series-a-financing-led-by-bybit-302747468.html,not_enriched,not_enriched,"q2,q1,q6",4,10
2026-04-21,Cerca Magnetics,not_enriched,£3.8m,Series A,https://thequantuminsider.com/2026/04/21/cerca-magnetics-secures-38m-series-a-funding-scale-quantum-brain-scanner/,not_enriched,not_enriched,"q2,q1",2,10
2026-04-21,Ideally,not_enriched,$13.4M,Series A,https://www.bandt.com.au/ideally-raises-13-4m-in-series-a-funding-to-accelerate-us-expansion/,not_enriched,not_enriched,q1,1,10
2026-04-21,DinoTecia,not_enriched,90 Billion,Series A,https://finance.biggo.com/news/_-0Er50BrdTHlKtCJ_E7,not_enriched,not_enriched,q1,1,10
2026-04-21,Content Creator Nas Daily's AI Startup,not_enriched,$27M,Series A,https://www.netinfluencer.com/content-creator-nas-daily-ai-startup-raises-27m-usd-to-expand-ai-platform-for-solopreneurs/,not_enriched,not_enriched,q7,1,10
2026-04-21,Creao AI,not_enriched,$10 Million,Unknown,https://www.thesaasnews.com/news/creao-ai-lands-10-million-in-funding,not_enriched,not_enriched,q3,1,8
2026-04-21,INVIA,not_enriched,$1.2 Million,Unknown,https://www.thesaasnews.com/news/invia-raises-1-2-million-in-funding,not_enriched,not_enriched,q3,1,8
2026-04-21,"RIIG Technology, Inc. (dba HOOTL™)",not_enriched,$6M,Series A,https://www.businesswire.com/news/home/20260420139555/en/RIIG-Technology-Inc.-dba-HOOTL-Announces-Successful-Close-of-%246M-Million-Series-A-to-Accelerate-AI-Driven-Healthcare-and-Infrastructure-Solutions,not_enriched,not_enriched,q2,1,8
2026-04-21,Dnotitia,not_enriched,90 Billion,Series A,https://www.cincinnati.com/press-release/story/60081/dnotitia-closes-krw-90-billion-series-a-to-accelerate-ai-storage-expansion/,not_enriched,not_enriched,q2,1,8
2026-04-21,Vertical Aerospace,not_enriched,,Series A,https://vertical-aerospace.com/wp-content/uploads/2026/04/20260420-Press-Release-Financing-package_v1.pdf,not_enriched,not_enriched,"q2,q6",2,6
2026-04-21,Aspire Biopharma,not_enriched,,Series A,https://www.biospace.com/press-releases/aspire-biopharma-announces-closing-of-second-and-final-tranche-of-21-million-private-placement-by-select-investors-secures-commitment-letter-for-22-5m-credit-facility-to-fund-the-dcs-acquisition,not_enriched,not_enriched,q2,1,6
2026-04-21,Synthetic fuel startup Rivan,not_enriched,£25m,Unknown,https://www.linkedin.com/posts/tech-city-news_synthetic-fuel-startup-rivan-raises-25m-activity-7451981200178450432-YhLB,not_enriched,not_enriched,q7,1,6
